"","Pokemon","PokedexEntry"
"282","Raticate","It whittles its constantly growing fangs by gnawing on hard things. It can chew apart cinder walls."
"283","Raticate","With its long fangs, this surprisingly violent Pokémon can gnaw away even thick concrete with ease."
"284","Raticate","Raticate’s sturdy fangs grow steadily. To keep them ground down, it gnaws on rocks and logs. It may even chew on the walls of houses."
"285","Raticate","Its hind feet are webbed, so it’s a strong swimmer. It can cross rivers and sometimes even oceans."
"286","Raticate","Its disposition is far more violent than its looks would suggest. Don’t let your hand get too close to its face, as it could bite your hand clean off."
"287","Raticate","People say that it fled from its enemies by using its small webbed hind feet to swim from island to island in Alola."
"288","Raticate","Its whiskers are essential for maintaining its balance. No matter how friendly you are, it will get angry and bite you if you touch its whiskers."
"289","Raticate","It whittles down its constantly growing fangs by gnawing on hard things. It can chew apart cinder block walls."
"290","Raticate","It forms a group of Rattata, which it assumes command of. Each group has its own territory, and disputes over food happen often."
"291","Raticate","This gourmet Pokémon is particular about the taste and freshness of its food. Restaurants where Raticate live have a good reputation."
"292","Raticate","It has an incredibly greedy personality. Its nest is filled with so much food gathered by Rattata at its direction, it can’t possibly eat it all."
"293","Raticate","It commands a nest of Rattata. Different nests don’t get along, whipping up severe fights over feeding grounds."
"294","Raticate","It makes its Rattata underlings gather food for it, dining solely on the most nutritious and delicious fare."
"295","Spearow","Eats bugs in grassy areas. It has to flap its short wings at high speed to stay airborne."
"296","Spearow","Inept at flying high. However, it can fly around very fast to protect its territory."
"297","Spearow","It flaps its short wings to flush out insects from tall grass. It then plucks them with its stubby beak."
"298","Spearow","Very protective of its territory, it flaps its short wings busily to dart around at high speed."
"299","Spearow","To protect its territory, it flies around ceaselessly, making high-pitched cries."
"300","Spearow","SPEAROW has a very loud cry that can be heard over half a mile away. If its high, keening cry is heard echoing all around, it is a sign that they are warning each other of danger."
"301","Spearow","It busily flits around here and there. Even if it is frail, it can be a tough foe that uses MIRROR MOVE."
"302","Spearow","Its loud cry can be heard over half a mile away. If its high, keening cry is heard echoing all around, it is a sign that they are warning each other of danger."
"303","Spearow","It flaps its small wings busily to fly. Using its beak, it searches in grass for prey."
"304","Spearow","Spearow has a very loud cry that can be heard over half a mile away. If its high, keening cry is heard echoing all around, it is a sign that they are warning each other of danger."
"305","Spearow","Its short wings make it inept at flying. It moves about hurriedly and pecks at Bug-type Pokémon in the tall grass."
"306","Spearow","Farmers whose fields are troubled by bug Pokémon appreciate Spearow for its vigorous appetite and look after it."
"307","Spearow","Its reckless nature leads it to stand up to others—even large Pokémon—if it has to protect its territory."
"308","Spearow","Due to its short wings, it can’t fly long distances. It wanders about restlessly and pecks at bug Pokémon."
"309","Fearow","With its huge and magnificent wings, it can keep aloft without ever having to land for rest."
"310","Fearow","A POKéMON that dates back many years. If it senses danger, it flies high and away, instantly."
"311","Fearow","It shoots itself suddenly high into the sky, then plummets down in one fell swoop to strike its prey."
"312","Fearow","It cleverly uses its thin, long beak to pluck and eat small insects that hide under the ground."
"313","Fearow","It uses its long beak to attack. It has a surprisingly long reach, so it must be treated with caution."
"314","Fearow","FEAROW is recognized by its long neck and elongated beak. They are conveniently shaped for catching prey in soil or water. It deftly moves its long and skinny beak to pluck prey."
"315","Fearow","Its huge and magnificent wings can keep it aloft in the sky. It can remain flying a whole day without landing."
"316","Fearow","Its long neck and elongated beak are ideal for catching prey in soil or water. It deftly moves this extended and skinny beak to pluck prey."
"317","Fearow","It has the stamina to fly all day on its broad wings. It fights by using its sharp beak."
"318","Fearow","It has the stamina to keep flying all day on its broad wings. It fights by using its sharp beak."
"319","Fearow","Fearow is recognized by its long neck and elongated beak. They are conveniently shaped for catching prey in soil or water. It deftly moves its long and skinny beak to pluck prey."
"320","Fearow","It’s tough and has excellent stamina. It has no problem flying continuously for a whole day carrying a heavy load."
"321","Fearow","Drawings of a Pokémon resembling Fearow can be seen in murals from deep in ancient history."
"322","Fearow","Carrying food through Fearow’s territory is dangerous. It will snatch the food away from you in a flash!"
"323","Fearow","In Alola, fish Pokémon are its prey. It can be seen circling above the ocean searching for food."
"324","Fearow","A Pokémon that dates back many years. If it senses danger, it flies high and away, instantly."
"325","Ekans","Moves silently and stealthily. Eats the eggs of birds, such as PIDGEY and SPEAROW, whole."
"326","Ekans","The older it gets, the longer it grows. At night, it wraps its long body around tree branches to rest."
"327","Ekans","It can freely detach its jaw to swallow large prey whole. It can become too heavy to move, however."
"328","Ekans","It always hides in grass. When first born, it has no poison, so its bite is painful, but harmless."
"329","Ekans","It flutters the tip of its tongue to seek out the scent of prey, then swallows the prey whole."
"330","Ekans","EKANS curls itself up in a spiral while it rests. Assuming this position allows it to quickly respond to a threat from any direction with a glare from its upraised head."
"331","Ekans","A very common sight in grassland, etc. It flicks its tongue in and out to sense danger in its surroundings."
"332","Ekans","Moving silently and stealthily, it eats the eggs of birds, such as PIDGEY and SPEAROW, whole."
